ID,SpeciesCode,CommonName,Site,Indiv.pop.map,Latitude,Longitude,ID_ss,Units_clean,Use,Indiv.multiple,Indiv.sum,Country,RMU,Ocean,Region,FromLPI,FromMazaris,FromShaun,IsCountData,Source,Units,Sampling.method,Scaling,Count,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
234,DC,Leatherback,Yalimapo beach,Yalimapo beach,5.74694,-53.93611,Leatherback Yalimapo beach,Nests,yes,0,1,French Guiana,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Chevalier, J. and M. Girondot (1998). Recent Population Trend for Dermochelys coriacea in French Guiana. PROCEEDINGS OF THE EIGHTEENTH INTERNATIONAL SEA TURTLE SYMPOSIUM., Mazatl√°n, Sinaloa MEXICO.",Nests,,0.1538,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,240,220,3000,1000,4000,1000,14000,10000,14000,4000,5000,10000,15000,27000,37000,12000,33000,53000,20500,18000,24000,50000,10000,30000,10000,19000,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,DC,Leatherback,Cipara,Cipara,10.75,-62.71,Leatherback Cipara,Nests,yes,0,1,Venezuela,Northwest Atlantic,,Latin America and Caribbean,FALSE,FALSE,TRUE,TRUE,"Northwest Atlantic Leatherback Working Group (ed). 2018. Northwest Atlantic Leatherback Turtle 
(Dermochelys coriacea) Status Assessment. Conservation Science Partners and the Wider Caribbean Sea Turtle Conservation Network (WIDECAST). WIDECAST Technical Report No. 16. Godfrey, Illinois.",Nests,,0.1538,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,113,106,103,126,115,145,150,140,117,94,30,48,96,75,NA,NA,NA,NA,NA,NA,NA,NA
236,DC,Leatherback,Querepare,Querepare,10.7,-62.88,Leatherback Querepare,Nests,yes,0,1,Venezuela,Northwest Atlantic,,Latin America and Caribbean,FALSE,FALSE,TRUE,TRUE,"Northwest Atlantic Leatherback Working Group (ed). 2018. Northwest Atlantic Leatherback Turtle 
(Dermochelys coriacea) Status Assessment. Conservation Science Partners and the Wider Caribbean Sea Turtle Conservation Network (WIDECAST). WIDECAST Technical Report No. 16. Godfrey, Illinois.",Nests,,0.1538,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,78,67,105,154,162,117,141,103,58,166,125,105,132,64,NA,NA,NA,NA,NA,NA
238,DC,Leatherback,Playa Moin,Playa Moin,10.00470803,-83.09450249,Leatherback Playa Moin,Nests,yes,0,1,Costa Rica,Northwest Atlantic,,Northwest Atlantic,FALSE,FALSE,TRUE,TRUE,"Anon. 2018. Informe de la anidacion de tortugas marinas en Playa Moin, Costa Rica (Temporada 2018.",Nests,,0.1538,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,175,246,270,NA,NA,NA,NA,NA
239,DC,Leatherback,Saona Island and Del Este National Park,Saona Island and Del Este National Park,18.17715543,-68.66609893,Leatherback Saona Island and Del Este National Park,Nests,yes,0,1,Dominican Republic,Northwest Atlantic,,Northwest Atlantic,FALSE,FALSE,TRUE,TRUE,"Revuelta O, León Y, Feliz P, Godley B, Raga J, Tomás J. 2012. Protected areas host important remnants of marine turtle nesting stocks in the Dominican Republic. Oryx, 46: 348-358.",Nests,,0.1538,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,DC,Leatherback,Samsambo sandpit,Samsambo sandpit,5.84639986,-54.06120449,Leatherback Samsambo sandpit,Nests,yes,0,1,Suriname,Northwest Atlantic,,Northwest Atlantic,FALSE,FALSE,TRUE,TRUE,"
Hilterman ML. 2001. The sea turtles of Suriname, 2000. Guianas Forests and Environmental Conservation Project (GFECP). World Wildlife Fund Guianas/Biotopic Foundation Technical Report. Amsterdam, Netherlands. 

Hilterman ML and Goverse E. 2002. Aspects of nesting and nest success of the leatherback turtle (Dermochelys coriacea) in Suriname, 2001. Guianas Forests and Environmental Conservation Project (GFECP). World Wildlife Fund Guianas/Biotopic Foundation Technical Report. Amsterdam, Netherlands.

Hilterman ML and Goverse E. 2003. Aspects of nesting and nest success of the leatherback turtle (Dermochelys coriacea) in Suriname, 2002. Guianas Forests and Environmental Conservation Project (GFECP). World Wildlife Fund Guianas/Biotopic Foundation Technical Report. Amsterdam, Netherlands.

Hilterman ML and Goverse E. 2004. Annual report on the 2003 leatherback turtle research and monitoring project in Suriname. World Wildlife Fund - Guianas Forests and Environmental Conservation Project (WWF-GFECP). Netherlands Committee for IUCN (NC-IUCN) Technical Report. Amsterdam, Netherlands. 

Hilterman ML and Goverse E. 2005. Annual report on the 2004 leatherback turtle research and monitoring project in Suriname. World Wildlife Fund - Guianas Forests and Environmental Conservation Project (WWF-GFECP). Netherlands Committee for IUCN (NC-IUCN) Technical Report. Amsterdam, Netherlands. 

Hilterman ML and Goverse E. 2006. Annual report on the 2005 leatherback turtle research and monitoring project in Suriname. World Wildlife Fund - Guianas Forests and Environmental Conservation Project (WWF-GFECP). Netherlands Committee for IUCN (NC-IUCN) Technical Report. Amsterdam, Netherlands. 

Hilterman ML and Goverse E. 2007. Nesting and nest success of the leatherback turtle (Dermochelys coriacea) in Suriname, 1999-2005. Chelonian Conservation and Biology, 6: 87-100. 

Turtle Expert Working Group (ed). 2007. An assessment of the leatherback turtle population in the Atlantic ocean. NOAA Technical Memorandum NMFS-SEFSC-555. Miami, Florida.
",Nests,,0.1538,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,400,1500,4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,DC,Leatherback,North Carolina,North Carolina,34.98288609,-76.14250872,Leatherback North Carolina,Nests,yes,0,1,United States,Northwest Atlantic,,Northwest Atlantic,FALSE,FALSE,TRUE,TRUE,North Carolina WRC Sea Turtle Project. n.d. Sea turtle nest monitoring system. Available at http://seaturtle.org/nestdb/index.shtml?view=1&year=2018. [accessed 6 June 2022].,Nests,,0.1538,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
175,DC,Leatherback,Republic of Congo,Republic of Congo,-4.37,11.64,Leatherback Republic of Congo,Nests,yes,0,1,Congo,Southeast Atlantic,,Africa,FALSE,FALSE,TRUE,TRUE,"Doyle TK, Georges J-Y, Houghton JDR. 2013. A leatherback turtle’s guide to jellyfish in the North East Atlantic. Munibe Monographs. Nature Series, 1: 15-21.

Girard A, Breheret N. 2013. The Renatura sea turtle conservation program in Congo. Munibe Monographs, Nature Series, 1: 65-69.

 Zaldua-Mendizabal N, Egaña-Callejo A. 2012. Marine turtles of the North East Atlantic. Contributions for the First Regional Conference. Munibe Monographs. Nature Series 1. Aranzadi Society of Sciences. San Sebastian.",Nests,,0.1538,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,310,460,460,305,136,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,DC,Leatherback,Gabon,Gabon,0.17,9.46,Leatherback Gabon,Nests,yes,0,1,Gabon,Southeast Atlantic,,Africa,FALSE,FALSE,TRUE,TRUE,"Witt MJ, Baert B, Broderick AC, Formia A, Fretey J, Gibudi A, Mounguengui GAM, Moussounda C, Ngouessono S, Parnell RJ, Roumet D, Sounguet G-P, Verhage B, Zogo A, Godley BJ. 2009. Aerial surveying of the world’s largest leatherback turtle rookery: a more effective methodology for large-scale monitoring. Biological Conservation, 142: 1719-1727.",Nests,,0.1538,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,81000,NA,129000,NA,NA,49500,97500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,DC,Leatherback,Bioko Island,Bioko Island,3.24,8.57,Leatherback Bioko Island,Nests,yes,0,1,Guinea,Southeast Atlantic,,Africa,FALSE,FALSE,TRUE,TRUE,"Honarvar S, Fitzgerald DB, Weitzman CL, Sinclair EM, Echube JME, O'Connor M, Hearn GW. 2016. Assessment of important marine turtle nesting populations on the southern coast of Bioko Island, Equatorial Guinea. Chelonian Conservation and Biology, 15: 79-89, 11.

Rader H, Mba MAE, Morra W, Hearn G. Marine turtles on the southern coast of Bioko Island (Gulf of Guinea, Africa), 2001-2005. Marine Turtle Newsletter, 111: 8-10.

Tomás J, Castroviejo J, Raga JA. 1999. Sea turtles in the south of Bioko Island (Equatorial Guinea). Marine Turtle Newsletter, 84: 4-6. 
",Nests,,0.1538,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,1172,NA,NA,4935,4869,5071,2479,2127,NA,NA,NA,230,1095,942,1693,2541,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,DC,Leatherback,Palmeirinhas,Palmeirinhas,-9.172811357,13.02291663,Leatherback Palmeirinhas,Nests,yes,0,1,Angola,Southeast Atlantic,,Southeast Atlantic,FALSE,FALSE,TRUE,TRUE,"Weir CR, Ron T, Morais M, Duarte ADC. 2007. Nesting and at-sea distribution of marine turtles in Angola, West Africa, 2000–2006: occurrence, threats and conservation implications. Oryx, 41: 224-231.",Nests,,0.1538,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,DC,Leatherback,Banana Tonde Nsiemfumu and Tshiende beaches,Banana Tonde Nsiemfumu and Tshiende beaches,-5.896994272,12.29420658,Leatherback Banana Tonde Nsiemfumu and Tshiende beaches,Nests,yes,0,1,Democratic Republic of Congo,Southeast Atlantic,,Southeast Atlantic,FALSE,FALSE,TRUE,TRUE,"Kouerey Oliwina CK, Honarvar S, Girard A, Casale P (eds). 2020. Sea Turtles in the 
West Africa/East Atlantic Region. MTSG Annual Regional Report 2020. Report of the 
IUCN-SSC Marine Turtle Specialist Group, 2020.",Nests,,0.1538,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,NA,NA,NA,NA
172,DC,Leatherback,Espirito Santo,Espirito Santo,-19.6,-39.97,Leatherback Espirito Santo,Nests,yes,0,1,Brazil,Southwest Atlantic,,Latin America and Caribbean,FALSE,FALSE,TRUE,TRUE,"Colman L, Thomé J, Almeida A, Baptistotte C, Barata PCR, Broderick AC, Ribeiro FA, Vila-Verde L, Godley B. 2019. Thirty years of leatherback turtle Dermochelys coriacea nesting in Espírito Santo, Brazil, 1988–2017: reproductive biology and conservation. Endangered Species Research, 39: 147-158.

Thomé J, Baptistotte C, Moreira L, Scalfoni J, Almeida A, Rieth D, Barata P. 2009. Nesting biology and conservation of the leatherback sea turtle (Dermochelys coriacea) in the State of Espírito Santo, Brazil, 1988–1989 to 2003–2004. Chelonian Conservation and Biology, 6: 15-27.",Nests,,0.1538,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,30,15,37,29,8,18,22,35,22,20,69,37,51,94,68,27,28,92,51,57,29,24,109,213,165,68,99,58,74,NA,NA,NA,NA,NA,NA
214,DC,Leatherback,Between Ponta do Ouro and Bazaruto Archipelago,Between Ponta do Ouro and Bazaruto Archipelago,-26.951456,32.871078,Leatherback Between Ponta do Ouro and Bazaruto Archipelago,Nests,yes,0,1,Mozambique,Southwest Indian,,Africa,FALSE,FALSE,TRUE,TRUE,"Fernandes RS, Inteca GE, Williams JL, Muaves L, Xavier M. 2020. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2019/20. Maputo, CTV, pp. 61

Fernandes RS, Inteca GE, Williams JL, Taju A, Muaves L, Pereira MAM. 2019. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2018/19. Maputo, CTV, pp. 47

Fernandes RS, Williams JL, Gonzalez-Valladolid S, Muaves L, Pereira MAM. 2018. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2017/18. Maputo, CTV, pp. 45

Fernandes RS, Williams J, Louro CMM, Pereira MAM. 2014. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2013/14. Maputo, CTV, pp. 6.

Fernandes RS, Williams JL, Trindade J. 2016. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2015/16. Maputo, CTV, pp. 26

Fernandes RS, Williams JL, Trindade J, Pereira MAM. 2015. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2014/15. Maputo, CTV, pp. 25

Fernandes RS, Williams JL, Valladolid SG, Muaves L, Louro CMM, Pereira MAM. 2017.  Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2016/17. Maputo, CTV, pp. 31

Louro C, Videira EJ, Pereira MA, Fernandes R. 2012. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2011/12. Maputo. CTV/AICM, pp. 10 

Pereira M, Videira E, Narane D. 2009. Monitoring, tagging and conservation of marine turtles in Mozambique: 2008/09 annual report. Maputo, AICM/GTT, pp. 4. 

Videira EJS, Pereira MAM, Louro CMM. 2011. Monitoring, tagging and conservation of marine turtles in Mozambique: Annual Report 2010/11. Maputo, AICM/GTT, pp. 10

Videira EJS, Pereira MAM, Narane DA, Louro CMM. 2010. Monitoring, tagging and conservation of marine turtles in Mozambique: annual report 2009/10. Maputo, AICM/GTT., pp. 7

",Nests,,0.1538,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,83,56,61,NA,94,43,46,64,47,42,30,NA,NA,NA,NA
223,DC,Leatherback,Kosi Bay Mouth to Mabibi,Kosi Bay Mouth to Mabibi,-27.15,32.79,Leatherback Kosi Bay Mouth to Mabibi,Nests,yes,0,1,South Africa,Southwest Indian,,Africa,FALSE,FALSE,TRUE,TRUE,"Bachoo S n.d. Unpublished data. Ezemvelo KZN Wildlife.

Nel R, Punt AE, Hughes GR. 2013. Are Coastal Protected Areas Always Effective in Achieving Population Recovery for Nesting Sea Turtles? PLoS ONE, 8: e63525.",Nests,,0.1538,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,22,130,87,326,213,332,197,321,441,298,338,327,223,341,381,304,233,256,264,226,252,281,350,311,303,293,408,251,578,456,261,353,300,235,558,88,322,105,205,174,318,206,258,204,331,349,260,337,298,325,315,469,242,257,NA,NA,NA,NA
204,DC,Leatherback,Jamursba-Medi,Jamursba-Medi,-0.345851693,132.5609826,Leatherback Jamursba-Medi,Nests,yes,0,1,Indonesia,West Pacific,Pacific,Asia,FALSE,FALSE,TRUE,TRUE,"Martin S, Siders Z, Eguchi T, Langseth B, Yau A, Baker J, Ahrens R, Jones T (eds). 2020. Assessing the population-level impacts of North Pacific loggerhead and western Pacific leatherback turtle interactions in the Hawaii-based shallow-set longline fishery. U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-95.

Tapilatu RF. 2014. The conservation of the Western Pacific leatherback sea turtle (Dermochelys coriacea) at Bird’s Head Peninsula, Papua Barat, Indonesia. Doctor of Philosophy, The University of Alabama, Birmingham, Alabama.

Tapilatu RF, Dutton PH, Tiwari M, Wibbels T, Ferdinandus HV, Iwanggin WG, Nugroho BH. 2013. Long-term decline of the western Pacific leatherback, Dermochelys coriacea: a globally important sea turtle population. Ecosphere, 4: art25.",Nests,,0.1538,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14522,3261,NA,NA,NA,NA,NA,NA,NA,4092,4156,4262,6347,4489,NA,3155,2192,3056,1972,3487,3309,2626,2416,2460,1938,1911,1891,1582,1468,427,622,738,1200,1010,NA,NA,NA,NA,NA,NA
205,DC,Leatherback,Suka Made,Suka Made,-8.49,113.8,Leatherback Suka Made,Nests,yes,0,1,Indonesia,West Pacific,Pacific,Asia,FALSE,FALSE,TRUE,TRUE,Adnyana W (ed). 2006. Status of leatherback turtles in Indonesia. Indian Ocean & SE Asian Leatherback-Tsunami Assessment.,Nests,,0.1538,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,22,25,20,16,11,11,14,8,7,9,2,3,4,1,0,0,0,0,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,DC,Leatherback,Wermon,Wermon,-0.44,132.84,Leatherback Wermon,Nests,yes,0,1,Indonesia,West Pacific,Pacific,Asia,FALSE,FALSE,TRUE,TRUE,"Martin S, Siders Z, Eguchi T, Langseth B, Yau A, Baker J, Ahrens R, Jones T (eds). 2020. Assessing the population-level impacts of North Pacific loggerhead and western Pacific leatherback turtle interactions in the Hawaii-based shallow-set longline fishery. U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-95.

Tapilatu RF. 2014. The conservation of the Western Pacific leatherback sea turtle (Dermochelys coriacea) at Bird’s Head Peninsula, Papua Barat, Indonesia. Doctor of Philosophy, The University of Alabama, Birmingham, Alabama.",Nests,,0.1538,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2994,2786,2805,1497,1335,1483,1287,1080,1354,1096,750,240,160,350,1500,1060,NA,NA,NA,NA,NA,NA
207,DC,Leatherback,Terengganu,Terengganu,5.33333,103.13333,Leatherback Terengganu,Nests,yes,0,1,Malaysia,West Pacific,Pacific,Asia,FALSE,FALSE,TRUE,TRUE,"Chan E-H and Liew HC. 1996. Decline of the leatherback population in Terengganu, Malaysia, 1956-1995. Chelonian Conservation and Biology, 2: 196-203. 

Chan E-H. 2006. Marine turtles in Malaysia: on the verge of extinction? Aquatic Ecosystem Health & Management, 9: 175-184.

Liew HC. 2011. Tragedy of the Malaysian leatherback population. what went wrong. In: Dutton PH, Squires D, Ahmed M editors. Conservation of Pacific Sea Turtles. Hawaii: University of Hawaii Press. p. 97-107.

United States National Marine Fisheries Service, U.S. Fish and Wildlife Service. 2020. Endangered Species Act status review of the leatherback turtle (Dermochelys coriacea) 2020. Available at https://repository.library.noaa.gov/view/noaa/25629 [accessed 5 June 2022].",Nests,,0.1538,55,12000,9600,8900,8200,7700,7000,6300,5500,4800,4200,3300,2700,6800,5000,4200,6400,2800,2100,2200,2000,2700,3700,800,1100,500,850,900,800,400,600,500,400,300,300,250,200,250,200,50,250,75,45,27,16,27,23,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,DC,Leatherback,Huon coast,Huon coast,-6.85,146.94,Leatherback Huon coast,Nests,yes,0,1,Papua New Guinea,West Pacific,Pacific,Asia,FALSE,FALSE,TRUE,TRUE,"Ishizaki A (ed). 2015. Protected Species Conservation by the Western Pacific Regional Fishery Management Council. Pacific Islands Fishery Monographs. A Publication of the Western Pacific Regional Fishery Management Council.

Pilcher NJ (ed). 2011. Community-based conservation of leatherback turtles along the Huon coast, Papua New Guinea. Project final report.",Nests,,0.1538,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,43,46,80,197,249,236,270,210,243,527,193,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,CC,Loggerhead,Beaches adjacent to Kyparissa Town,Beaches adjacent to Kyparissa Town,37.28910098,21.67478511,Loggerhead Beaches adjacent to Kyparissa Town,Nests,yes,0,1,Greece,Mediterranean,,Europe,FALSE,TRUE,FALSE,TRUE,"Margaritoulis D. & Rees A.F. (2001). The loggerhead turtle, Caretta caretta, population nesting in Kyparissia Bay, Peloponnesus, Greece: Results of beach surveys over seventeen seasons and determination of the core nesting habitat. Zoology in the Middle East, 24, 75 – 90.",Nests,,0.25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,220,501,403,396,386,176,247,290,393,525,567,336,229,416,464,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,CC,Loggerhead,Chrysochou Bay,Chrysochou Bay,35.04,32.42,Loggerhead Chrysochou Bay,Nests,yes,0,1,Cyprus,Mediterranean,,Asia,TRUE,FALSE,FALSE,TRUE,"Casale, P. et al. (2020) Sea Turtles in the Mediterranean Region: MTSG Regional Report 2020. IUCN-SSC Marine Turtle Specialist Group.",Nests,,0.25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,155,233,123,170,220,204,339,356,352,318,435,562,449,750,692,836,NA,NA,NA,NA,NA,NA,NA,NA
18,CC,Loggerhead,El Mansouri,El Mansouri,33.1924843,35.18539122,Loggerhead El Mansouri,Nests,yes,0,1,Lebanon,Mediterranean,,Asia,FALSE,TRUE,FALSE,TRUE,"Khalil M., Syed H. & Aureggi M. (2009). lmpact of war on the South Lebanon sea turtle nesting population. Testudo: The Journal of the British Chelonia Group, 7, 71.",Nests,,0.25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,33,43,51,67,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,CC,Loggerhead,Zakynthos,Zakynthos,37.85,20.75,Loggerhead Zakynthos,Nests,yes,0,1,Greece,Mediterranean,,Europe,FALSE,FALSE,TRUE,TRUE,"ARCHELON. 2012. Sea turtle monitoring and conservation in Laganas Bay, Zakynthos, Greece, during 2012. Short report submitted to the European Commission, and the Bern Convention (Council of Europe) 

ARCHELON. 2017. Concerning decrease of the nest numbers in Zakynthos this year. Available at https://www.archelon.gr/eng/ourdeltia.php?mid=&screen=4&nid=939 [accessed 4 April 2022].

ARCHELON. 2019. A high number of loggerhead nests on Zakynthos island in 2018: what else is needed to achieve good conservation status for the species in Laganas bay? Available at https://www.archelon.gr/eng/ourdeltia.php?mid=6&mid2=17&nid=1035 [accessed 4 April 2022].

ARCHELON. 2020. Sea turtle monitoring and conservation in Laganas Bay, Zakynthos, Greece, during 2020. Short report submitted to the European Commission, and the Bern Convention (Council of Europe). pp. 17.

ARCHELON. 2021. Sea turtle monitoring and conservation in Laganas Bay, Zakynthos, Greece, during 2021. Short report submitted to the European Commission, and the Bern Convention (Council of Europe). pp. 18.

Camiñas J. 2004. Sea turtles of the Mediterranean Sea: population dynamics, sources of mortality and relative importance of fisheries impacts. FAO Fisheries Report.


Margaritoulis D. 2005. Nesting activity and reproductive output of loggerhead sea turtles, Caretta caretta, over 19 seasons (1984-2002) at Laganas Bay, Zakynthos, Greece: the largest rookery in the Mediterranean. Chelonian Conservation and Biology, 4: 916-929.

Margaritoulis D, Rees A, Dean C, Riggall T. 2011. Reproductive data of loggerhead turtles in Laganas Bay, Zakynthos Island, Greece, 2003-2009.

",Nests,,0.25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090,850,1850,1150,1450,1700,950,1050,1350,1400,1500,2050,987,1026,1249,1430,1361,1224,1175,1025,1370,833,957,1092,983,824,NA,NA,887,NA,NA,NA,NA,650,1500,NA,1840,1300,NA,NA
