ID,SpeciesCode,CommonName,Site,Indiv.pop.map,Latitude,Longitude,ID_ss,Units_clean,Use,Indiv.multiple,Indiv.sum,Country,RMU,Ocean,Region,FromLPI,FromMazaris,FromShaun,IsCountData,Source,Units,Sampling.method,Scaling,Count,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
268,EI,Hawksbill,"Mona Island, Puerto Rico","Mona Island, Puerto Rico",18.05473786,-67.87705551,"Hawksbill Mona Island, Puerto Rico",Nests,no,,0,Puerto Rico,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Diez, C. E. and R. P. van Dam (2000). Hawksbill Turtle Reproduction at Mona Island, Puerto rico: 1989-1999. Proceedings of the twentieth annual symposium on sea turtle biology and conservation, Orlando, Florida, U.S.A., US Department of Commerce.",Nests,,0.25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,198,143,143,310,354,475,503,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,EI,Hawksbill,"No Name beach, Klein Bonaire","No Name beach, Klein Bonaire",12.16873692,-68.30403033,"Hawksbill No Name beach, Klein Bonaire",Nests,yes,0,1,Netherlands Antilles,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Sea Turtle Conservation Bonaire (2011). Research and monitoring report 2011. Bonaire, Netherlands Antilles.",Nests,,0.25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,50,29,42,26,29,35,34,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,EI,Hawksbill,Tortuguero,Tortuguero,10.51563309,-83.4754091,Hawksbill Tortuguero,Nests,yes,0,1,Costa Rica,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Meylan, A. (1999). """"Status of the hawksbill (Eretmochelys imbricata) in the Caribbean region."""" Chelonian Conservation and Biology 3(2): 177-184.",Nests,,0.25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,10,6,21,11,14,13,2,6,9,9,3,4,3,10,12,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,EI,Hawksbill,Quintana Roo,Quintana Roo,20.3328,-87.3488,Hawksbill Quintana Roo,Nests,yes,0,1,Mexico,Northwest Atlantic,,Latin America and Caribbean,FALSE,TRUE,FALSE,TRUE,https://www.widecast.org/What/AnnualMeeting/2011/2011_Gonza%CC%80lez_Garza_Blanca_Critical_Nesting_Grounds_Campeche.pdf,Nests,,0.25,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,135,399,406,299,541,712,520,320,199,0,320,391,591,399,719,584,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,EI,Hawksbill,Suriname,Suriname,5.85,-54.11,Hawksbill Suriname,Nests,yes,0,1,Suriname,Northwest Atlantic,,Latin America and Caribbean,FALSE,TRUE,FALSE,TRUE,https://wedocs.unep.org/bitstream/handle/20.500.11822/28758/CEP_TR_24-en.pdf?sequence=1&isAllowed=y,Nests,,0.25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,10,4,15,13,8,30,12,45,7,10,NA,26,25,15,17,19,31,21,11,24,20,10,23,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,EI,Hawksbill,Yucatan,Yucatan,20.02626448,-90.53081398,Hawksbill Yucatan,Nests,yes,0,1,Mexico,Northwest Atlantic,,Latin America and Caribbean,FALSE,TRUE,FALSE,TRUE,https://www.widecast.org/What/AnnualMeeting/2011/2011_Gonza%CC%80lez_Garza_Blanca_Critical_Nesting_Grounds_Campeche.pdf,Nests,,0.25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,456,391,676,712,982,1238,861,1352,1893,1338,868,833,1060,598,719,1103,598,754,698,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,EI,Hawksbill,"Jumby bay, Antigua 2","Jumby bay, Antigua 2",17.16085615,-61.75607847,"Hawksbill Jumby bay, Antigua 2",Turtle abundance,yes,0,1,Antigua,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Richardson, J. I., D. B. Hall, et al. (2006). """"Eighteen years of saturation tagging data reveal a significant increase in nesting hawksbill sea turtles (Eretmochelys imbricata) on Long Island, Antigua."""" Animal Conservation 9(3): 302-307. | Allen, J., et al. (2007). Tagging and nesting research on Hawksbill turtles (Eretmochelys imbricata) at Jumby Bay, Long Island, Antigua, West Indies: 2007 Annual Report. W. C. S. T. C. Network, The Jumby Bay Island Company.",Nests (estimated),,0.25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,148,116,80,132,120,104,124,140,88,100,140,136,116,164,196,192,200,252,248,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,EI,Hawksbill,EI Big Giftun,EI Big Giftun,27.20285295,33.9535442,Hawksbill EI Big Giftun,Nests,yes,0,1,Egypt,Northwest Indian,,Africa,FALSE,TRUE,FALSE,TRUE,"Hanafy M.H. (2012). Nesting of marine turtles on the Egyptian beaches of the Red Sea. Egyptian Journal of Aquatic Biology & Fisheries, 16, 59-71.",Nests,,0.25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,12,19,18,38,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,EI,Hawksbill,Meru Betiri 1,Meru Betiri 1,-8.513809102,113.6844325,Hawksbill Meru Betiri 1,Turtle abundance,no,,0,Indonesia,Southeast Asia,,Asia,TRUE,FALSE,FALSE,TRUE,"Dermawan, A. (2002). Marine Turtle Management and Conservation in Indonesia. Western Pacific Sea Turtle Cooperative Research and Management Workshop, Honolulu, Hawaii, USA, Western Pacific Regional Fishery Management Council.",Nests (estimated),,0.25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,16,52,16,8,36,20,40,8,24,24,4,0,4,4,4,0,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,EI,Hawksbill,Alas Purwo,Alas Purwo,-8.791223345,114.5646407,Hawksbill Alas Purwo,Nests,yes,0,1,Indonesia,Southeast Asia,,Asia,FALSE,TRUE,FALSE,TRUE,"Dermawan A. (2002). Marine turtle management and conservation in Indonesia. In: Western Pacific Sea Turtle Cooperative Research & Management Workshop, Honolulu, Hawaii, p. 67.",Nests,,0.25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,6,27,1,8,10,12,11,7,6,2,12,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,EI,Hawksbill,Khram Islands,Khram Islands,12.68458069,100.8012038,Hawksbill Khram Islands,Nests,yes,0,1,Thailand,Southeast Asia,,Asia,FALSE,TRUE,FALSE,TRUE,http://www.wpcouncil.org/library/docs/protectedspecies/1st%20WS%20Proceedings%20in%20full.pdf,Nests,,0.25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,54,50,54,77,118,63,113,100,122,77,81,118,122,95,127,63,68,27,59,81,36,36,36,50,59,95,45,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,EI,Hawksbill,Melaka,Melaka,2.19598322,102.1830981,Hawksbill Melaka,Nests,yes,0,1,Malaysia,Southeast Asia,,Asia,FALSE,TRUE,FALSE,TRUE,"Chan E. H. (2006). Marine turtles in Malaysia: On the verge of extinction? Aquatic Ecosystem Health & Management, 9, 175-184.",Nests,,0.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,309,271,236,237,256,298,241,223,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,EI,Hawksbill,Meru Betiri 2,Meru Betiri 2,-8.513809102,113.6844325,Hawksbill Meru Betiri 2,Nests,yes,0,1,Indonesia,Southeast Asia,,Asia,FALSE,TRUE,FALSE,TRUE,"Dermawan A. (2002). Marine turtle management and conservation in Indonesia. In: Western Pacific Sea Turtle Cooperative Research & Management Workshop, Honolulu, Hawaii, p. 67.",Nests,,0.25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,13,4,2,9,5,10,2,6,6,1,0,1,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,EI,Hawksbill,Sabah,Sabah,6.162299031,118.0798908,Hawksbill Sabah,Nests,yes,0,1,Malaysia,Southeast Asia,,Asia,FALSE,TRUE,FALSE,TRUE,"Chan E. H. (2006). Marine turtles in Malaysia: On the verge of extinction? Aquatic Ecosystem Health & Management, 9, 175-184.",Nests,,0.25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,502,486,386,401,438,297,243,306,462,491,540,703,641,557,708,449,577,489,367,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,EI,Hawksbill,Terengganu,Terengganu,5.33333,103.13333,Hawksbill Terengganu,Nests,yes,0,1,Malaysia,Southeast Asia,,Asia,FALSE,TRUE,FALSE,TRUE,"Chan E. H. (2006). Marine turtles in Malaysia: On the verge of extinction? Aquatic Ecosystem Health & Management, 9, 175-184.",Nests,,0.25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,124,23,57,20,72,25,29,38,21,8,12,19,10,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,EI,Hawksbill,Ningaloo,Ningaloo,-22.73221933,113.6655094,Hawksbill Ningaloo,Nests,yes,0,1,Australia,Southeast Indian,,Oceania,FALSE,TRUE,FALSE,TRUE,http://ningalooturtles.org.au/wp-content/uploads/2023/01/NTP-Annual-Report-2021_22-FINAL.pdf,Nests,,0.25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,81,100,108,157,156,336,202,189,65,125,69,91,75,67,70,63,74,28,62,NA
285,EI,Hawksbill,Bahia and Sergipe,Bahia and Sergipe,-11.73096194,-37.39812717,Hawksbill Bahia and Sergipe,Nests,yes,0,1,Brazil,Southwest Atlantic,,Latin America and Caribbean,FALSE,TRUE,FALSE,TRUE,"Marcovaldi M.A., Lopez G.G., Soares L.S., Santos A.J., Bellini C. & Barata P.C. (2007). Fifteen years of hawksbill sea turtle (Eretmochelys imbricata) nesting in Northern Brazil. Chelonian Conservation and Biology, 6, 223-228.",Nests(estimated),,0.25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,198,302,250,274,242,423,323,508,681,847,839,1234,972,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,EI,Hawksbill,"Cousin Island, Seychelles 1","Cousin Island, Seychelles 1",-4.32714989,55.66388642,"Hawksbill Cousin Island, Seychelles 1",Turtle abundance,yes,0,1,Seychelles,Southwest Indian,,Africa,TRUE,FALSE,FALSE,TRUE,"Allen, Z. C., et al. (2010). """"Hawksbill turtle monitoring in Cousin Island Special Reserve, Seychelles: an eight-fold increase in annual nesting numbers."""" Endangered Species Research 11: 195-200.",Clutches (estimated),,0.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,110,236,395,353,357,331,662,775,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,EI,Hawksbill,Cousin Island,Cousin Island,-4.32714989,55.66388642,Hawksbill Cousin Island,Nests,yes,0,1,Seychelles,Southwest Indian,,Africa,FALSE,TRUE,FALSE,TRUE,https://www.int-res.com/articles/esr2010/11/n011p195.pdf,Clutches,,0.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,110,236,395,353,357,331,662,775,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,EI,Hawksbill,"Cousin Island, Seychelles 2","Cousin Island, Seychelles 2",-4.32714989,55.66388642,"Hawksbill Cousin Island, Seychelles 2",Nests,yes,0,1,Seychelles,Southwest Indian,,Africa,TRUE,FALSE,FALSE,TRUE,"Mortimer, J. A. and R. Bresson (1994). The hawksbill nesting population at Cousin Island, Republic of Seychelles: 1971-1972 to 1991-1992. Proceedings of the 13th Annual Symposium on Sea Turtle Biology and Conservation, Jekyll Island, Georgia, US Department of Commerce.",Nests,,0.25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,74,69,102,40,93,116,55,99,48,92,100,114,100,89,139,187,161,117,311,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,EI,Hawksbill,Silhouette,Silhouette,-4.4957038,55.25258123,Hawksbill Silhouette,Nests,yes,0,1,Seychelles,Southwest Indian,,Africa,FALSE,TRUE,FALSE,TRUE,https://islandbiodiversity.com/NPTS2009.pdf,Nests,,0.25,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,400,170,119,170,143,330,424,340,348,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,EI,Hawksbill,"Vipingo, Nyali, Kikambala, Jumba Ruins, Bamburi, Mtwapa","Vipingo, Nyali, Kikambala, Jumba Ruins, Bamburi, Mtwapa",-3.90846225,39.81314429,"Hawksbill Vipingo, Nyali, Kikambala, Jumba Ruins, Bamburi, Mtwapa",Nests,yes,0,1,Kenya,Southwest Indian,,Africa,FALSE,TRUE,FALSE,TRUE,"Haller R. D. & Singh S. (2010). Sea Turtle Annual Report 2009. Baobab Trust, Mombasa, Kenya, p. 30.",Nests,,0.25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,4,2,NA,1,1,1,5,6,3,3,4,NA,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,EI,Hawksbill,Milman Island,Milman Island,-11.1695373,143.0134956,Hawksbill Milman Island,Turtle abundance,yes,0,1,Australia,Southwest Pacific,Pacific,Oceania,FALSE,TRUE,FALSE,TRUE,"Limpus C.J. (2009). A biological review of Australian marine turtles. 3. Hawksbill turtle, Eretmochelys imbricata (Linnaeus). State of Queensland, Australia: Environmental Protection Agency. ISBN 978-09803613-1-5.",Clutches,,0.25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,353,300,191,345,324,224,304,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,EI,Hawksbill,"Jamursba Medi Beach, North Coast of Irian Jaya, Papua","Jamursba Medi Beach, North Coast of Irian Jaya, Papua",-0.345851693,132.5609826,"Hawksbill Jamursba Medi Beach, North Coast of Irian Jaya, Papua",Nests,yes,0,1,Indonesia,West Central Pacific,Pacific,Asia,FALSE,TRUE,FALSE,TRUE,"Hitipeuw C. & Maturbongs J. (2002). Marine turtle conservation program, Jamursba-Medi nesting beach, north coast of the Bird’s Head Peninsula, Papua. In: Western Pacific Sea Turtle Cooperative Research & Management Workshop, Honolulu, Hawaii, p. 161.",Nests,,0.25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,7,23,NA,NA,13,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,LK,Kemp's Ridley,"Rancho Nuevo, Tepehaujes (north camp), Playa Dos","Rancho Nuevo, Tepehaujes (north camp), Playa Dos",23.38325294,-97.73910682,"Kemp's Ridley Rancho Nuevo, Tepehaujes, Playa Dos",Nests,no,,0,Mexico,Northwest Atlantic,,Latin America and Caribbean,FALSE,TRUE,FALSE,TRUE,"Gallaway B.J., Caillouet Jr C.W., Plotkin P.T., Gazey W.J., Cole J.G. & Raborn S.W. (2013). Kemp's Ridley stock assessment project. Final Report to the Gulf States Marine Fisheries Commission, p. 291.",Nests,,0.4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5983,5521,5114,4016,3012,2008,1818,1641,1465,1262,1099,1031,1004,1017,895,963,841,787,855,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,LK,Kemp's Ridley,"Barra de Tepehuajes conservation camp, Tamaulipas coast, Mexico","Barra de Tepehuajes conservation camp, Tamaulipas coast, Mexico",23.50071098,-97.75812932,"Kemp's Ridley Barra de Tepehuajes conservation camp, Tamaulipas coast, Mexico",Nests,yes,0,1,Mexico,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Marquez-M, R., P. M. Burchfield, et al. (2005). """"Status of the Kemp's ridley sea turtle, Lepidochelys kempii."""" Chelonian Conservation and Biology 4(4): 761-766.",Nests,,0.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,180,140,140,320,320,430,370,630,790,1600,700,990,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,LK,Kemp's Ridley,"Barra del Tordo (south camp), Tamaulipas coast, Mexico","Barra del Tordo (south camp), Tamaulipas coast, Mexico",23.06008278,-97.76016949,"Kemp's Ridley Barra del Tordo, Tamaulipas coast, Mexico",Nests,yes,0,1,Mexico,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Marquez-M, R., P. M. Burchfield, et al. (2005). """"Status of the Kemp's ridley sea turtle, Lepidochelys kempii."""" Chelonian Conservation and Biology 4(4): 761-766.",Nests,,0.4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,90,100,130,200,340,430,300,410,470,500,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,LK,Kemp's Ridley,"North camp, Tamaulipas, Mexico","North camp, Tamaulipas, Mexico",23.42981445,-97.75997663,"Kemp's Ridley North camp, Tamaulipas, Mexico",Nests,no,,0,Mexico,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,Turtle Expert Working Group (2000). Assessment Update for the Kemp‚Äôs Ridley and Loggerhead Sea Turtle Populations in the Western North Atlantic. NOAA Tech. Mem. NMFS-SEFSC-444. U. S. D. Commer.: 115 pp.,Nests,,0.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,204,178,254,251,329,334,444,358,431,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,LK,Kemp's Ridley,"Rancho Nuevo beach, Tamaulipas, Mexico","Rancho Nuevo beach, Tamaulipas, Mexico",23.18232909,-97.76346774,"Kemp's Ridley Rancho Nuevo beach, Tamaulipas, Mexico",Nests,yes,0,1,Mexico,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"M√°rquez, R., J. D√≠az, et al. (1999). """"Results of the Kemp's ridley nesting beach conservation efforts in M√©xico."""" Marine Turtle Newsletter 85: 2-Apr.| M√°rquez-M, R., P. Burchfield, et al. (2001). Update on the Kemp¬¥s Ridley Turtle Nesting in M√©xico. Marine Turtle Newsletter. B. J. Godley and A. C. Broderick. Swansea, Wales., Chelonian Research Foundation.| Marquez-M, R., P. M. Burchfield, et al. (2005). """"Status of the Kemp's ridley sea turtle, Lepidochelys kempii."""" Chelonian Conservation and Biology 4(4): 761-766.",Nests,,0.4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,5500,5100,4000,3000,2000,1800,1600,1500,1200,1100,1000,1000,1000,800,900,800,750,800,700,700,700,800,900,750,800,900,750,1100,1400,1200,1500,2500,2320,3760,3750,4000,5300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,LK,Kemp's Ridley,"South Camp,Tamaulipas, Mexico","South Camp,Tamaulipas, Mexico",23.17745445,-97.75544743,"Kemp's Ridley South Camp,Tamaulipas, Mexico",Nests,no,,0,Mexico,Northwest Atlantic,,Latin America and Caribbean,TRUE,FALSE,FALSE,TRUE,"Landry, A. M., Jr., D. T. Costa, et al. (2005). """"Population characteristics of Kemp's ridley sea turtles in nearshore waters of the Upper Texas and Louisiana Coasts."""" Chelonian Conservation and Biology 4(4): 801-807.",Nests,,0.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,74,84,101,110,149,219,347,642,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,DC,Leatherback,Cabuyal,Cabuyal,10.68,-85.66,Leatherback Cabuyal,Nests,yes,0,1,Costa Rica,East Pacific,Pacific,Latin America and Caribbean,FALSE,FALSE,TRUE,TRUE,"Santidrian P, Robinson NJ, Fonseca L, Quiros W, Arauz R, Beange M, Piedra R, Velez E, Paladino FV, Spotila JR, Wallace BP. 2017. Secondary nesting beaches for leatherback turtles on the Pacific coast of Costa Rica. Latin American Journal of Aquatic Research, 45: 563-571.",Nests,,0.1538,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,10,11,28,NA,NA,NA,NA,NA,NA,NA,NA
178,DC,Leatherback,Caletas,Caletas,9.81,-85.31,Leatherback Caletas,Nests,yes,0,1,Costa Rica,East Pacific,Pacific,Latin America and Caribbean,FALSE,FALSE,TRUE,TRUE,"Santidrian P, Robinson NJ, Fonseca L, Quiros W, Arauz R, Beange M, Piedra R, Velez E, Paladino FV, Spotila JR, Wallace BP. 2017. Secondary nesting beaches for leatherback turtles on the Pacific coast of Costa Rica. Latin American Journal of Aquatic Research, 45: 563-571.",Nests,,0.1538,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,24,6,8,9,1,5,5,2,10,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA
